Id,Name,Alt_Name,Family,Birth_Date,Death_Date,Earliest_Citation_Date,Latest_Citation_Date,Office Association,Office_Titles,Family_Relation_Type_Note,Family_Relation_Type,Family_Relation_Name,Office_Start_1,Office_End_1,Office_Start_2,Office_End_2,Regions_1,Regions_2,Note,Source (Secondary),Source (Primary)
300,Giovan Maria Ponchino,Zuanne Ponchin;Zanni Ponchino,Ponchin,,,1545,1557,Venetian Company of Couriers,Courier (Rome),"Appointed 1545 Oct 9 ""in loco de Antonio suo padre stante la sua morte confirmata dalli Ill.mi SS. Prov. di Comun 1545 Sept 17""",Child,Antonio Ponchin,1542,,,,Veneto;Lazio,Venice;Rome,"Appointed 1545 Oct 9 ""in loco de Antonio suo padre stante la sua morte confirmata dalli Ill.mi SS. Prov. di Comun 1545 Sept 17""",,"Navagero, Bernardo. Bernardo Navagero: Dispacci al Senato dal 7 settembre 1555 al 6 novembre 1557. Edited by Daniele Bernardo Santarelli, November 11, 2011. http://www.storiadivenezia.net/sito/testi/Navagero2.pdf.;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
301,Antonio Benzoni I,Antonello Benzon,Benzon,,,1552,1557,Venetian Company of Couriers,Courier,"""1552 Dec 15 Antonello Benzon en loco de Ambroso de Zuanne Herbariol"";1557 Jun 2 Gio. Francesco Benzon in loco de Antonello suo fratello; Brother of Gio Francesco Benzon; Same Antonello elected as postmaster in Bologna in 1544? See Pavanello. Le strade",Sibling,Antonello Benzon,1552,1557,,,Veneto,Venice,"""1552 Dec 15 Antonello Benzon en loco de Ambroso de Zuanne Herbariol"";1557 Jun 2 Gio. Francesco Benzon in loco de Antonello suo fratello; Brother of Gio Francesco Benzon; Same Antonello elected as postmaster in Bologna in 1544? See Pavanello. Le strade","Foppolo, Bonaventura. “La Mariegola della Compagnia dei Corrieri Veneti.” In Le poste dei Tasso, un’impresa in Europa: Contributi in occasione della mostra I Tasso, l’evoluzione delle poste . . . 28 aprile–3 giugno 1984. Edited by Tarcisio Bottani, 13–45. Bergamo, Italy: Comune di Bergamo, 1984.","Navagero, Bernardo. Bernardo Navagero: Dispacci al Senato dal 7 settembre 1555 al 6 novembre 1557. Edited by Daniele Bernardo Santarelli, November 11, 2011. http://www.storiadivenezia.net/sito/testi/Navagero2.pdf..1556.11.21;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
302,Vincenzo Berera,Berrera;Barriera,Berera,,,1556,1557,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Lazio,Venice;Rome,,,"Navagero, Bernardo. Bernardo Navagero: Dispacci al Senato dal 7 settembre 1555 al 6 novembre 1557. Edited by Daniele Bernardo Santarelli, November 11, 2011. http://www.storiadivenezia.net/sito/testi/Navagero2.pdf."
303,Orlandus Tachinus,,Tachin,,,1557,1557,Cavallari of Verona,Cavallaro (Candidate),,,,,,,,Veneto,Verona,,,"Archivio di Stato di Verona, Processi, Uffici pubblici, Cavallari e portalettere, 236.2756"
304,Piero Berera II,,Berera,,,1557,1557,Venetian Company of Couriers,Courier,,,,1557,,,,Veneto,Venice,"Appointed 1557 May 24 ""per essecution della parte 1549""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
305,Piero de Zannetto,,Zannetto,,,1557,1557,Venetian Company of Couriers,Courier,,,,1557,,,,Veneto,Venice,"Appointed ""a prova per anni due""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
306,Thomas Roger,,Roger,,,1536,1558,Papal Cursores,Magister Cursorum,,,,1551,1552,,,Tyrol;Lazio,Rome,,"Le Plat, Josse. 1787. Monumentorum Ad Historiam Concilii Tridentini Potissimum Illustrandam Spectantium Amplissima Collectio. Lovanii: Ex tipograp. Academica.; The correspondence of Reginald Pole",
307,Ascanio Bandini,,Bandini,,,1558,1558,Venetian Company of Couriers in Rome,Dispensor,,,,,1558,,,Veneto;Lazio,Venice;Rome,Discharged by vote of 1558,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
308,Bortolamio,,Bortolamio,,,1558,1558,Venetian Company of Couriers,Courier,"Appointed 1558 May 21 ""in loco de Roco suo padre per esecutione della part 1549""",Child,Roco Bortolamio,1558,,,,Veneto,Venice,"Appointed 1558 May 21 ""in loco de Roco suo padre per esecutione della part 1549""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
309,Medardi Nicolai,Nicolo Medardo,Nicolai,,,1558,1558,Papal Cursores,Papal Cursor,,,,,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
310,Lorenzo Bordogna Taxis I,Lorenzo I Bordogna de Taxis,Bordogna;Tassis,1510,1559,1510,1559,Imperial Post of Tyrol (Trent),Postmaster,,,,1537,1559,,,Tyrol,Trent,Active during the Council of Trent; could this be the same Lorenzo Tasso named Venetian postmaster to Rome in 1519?,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.;Taxis-Bordogna, Lamoral, and Erhard Riedel. Zur Geschichte der Freiherren un Graffen Taxis-Bordogna-Valnigra und ihrer Obrist-Erbpostämter zu Bozen, Trient und an der Etsch. Innsbruck, Austria: Wagner, 1955.",
311,Il Sarto,Gio. Antonio (Vignale),Vignale,,,1536,1559,Bolognese Post,Postmaster,,,,,,,,Lazio;Lombardy,Bologna;Milan,"Paid directly by the state; see also appareance in i codici palatini in Florence, Palat 623 n. 26","Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.; Fedele. A Lake to Communicate",
312,Giovanni Antonio da Groppello,Cropello,Groppello,,,1551,1559,Spanish Post of Milan,Courier,,,,1551,1559,,,Lombardy,Milan,,"Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.",
313,Battista Chiesa,Battista della Chiesa,Chiesa,,,1552,1559,Spanish Post of Milan,Courier,,,,1551,1559,,,Lombardy,Milan,"Intercepted by French enemy, mail stolen","Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.",
314,Battista de Granzi of Mantua,,Granzi,,,1553,1559,Spanish Post of Milan,Courier,,,,1551,1559,,,Lombardy,Milan,,"Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.",
315,Federico di Lesci de Sovico of Milan,,Sovico,,,1553,1559,Spanish Post of Milan,Courier,,,,1551,1559,,,Lombardy,Milan,,"Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.",
316,Giorgio Piasentino,,Piacentino,,,1553,1559,Spanish Post of Milan,Courier,,,,1551,1559,,,Lombardy,Milan,,"Gerosa, Marco. “Personaggi della posta dello Stato di Milano tra Simone e Ruggero Tasso.” In I Tasso e le poste d’Europa. Edited by Tarcisio Bottani, 81–92. Bergamo, Italy: Corponove, 2012.",
317,de Paninformus,,Paninforno,,1559,1555,1559,Venetian Company of Couriers in Rome,Courier;Maestro dei corrieri,"""Die Paninformis wurde von der Kurie im Juli 1555 ausdrucklich darauf hingewiesen, dass di von fruheren Papsten erteilte Betribserlaubnis durch deren Tod erloschen sei (beneplacitum cessavit et expiravit)"" (575) Father of Giacomo Paninforno",Parent,Giacomo Paninforno,,,1553,1555,Veneto;Lazio,Venice;Rome,"""Die Paninformis wurde von der Kurie im Juli 1555 ausdrucklich darauf hingewiesen, dass di von fruheren Papsten erteilte Betribserlaubnis durch deren Tod erloschen sei (beneplacitum cessavit et expiravit)"" (575) Father of Giacomo Paninforno","Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.","Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
318,Francisco de Bolivar,,Bolivar,,,1559,1559,Spanish Post in Spain,Courier,,,,,,,,Spain;Liguria,Genoa,In service to Figueroa,"E. John B Allen, Post and Courier Service in the Diplomacy of Early Modern Europe. (The Hague: Nijhoff, 1973).",
319,Giacomo Paninforno,,Paninforno,,,1559,1559,Venetian Company of Couriers,Courier,"Appointed 1559 Jun 19, replaced father",,,1559,,,,Veneto,Venice,"Appointed 1559 Jun 19, replaced father",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
320,Piero de Mantoan,,Mantovano,,,1559,1559,Venetian Company of Couriers,Courier,"Appointed 1559 Aug 3 ""in loco de suo figliolo morto""",,,1559,,,,Veneto,Venice,"Appointed 1559 Aug 3 ""in loco de suo figliolo morto""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
321,Sacolet,,Sacolet,,,1559,1559,French Post,Courier,,,,,,,,France;Lazio,Rome,,"E. John B Allen, Post and Courier Service in the Diplomacy of Early Modern Europe. (The Hague: Nijhoff, 1973).",
322,Sigismonde Martigno,,Martigno,,,1559,1559,Papal Post,Postmaster,,,,1559,1565?,,,Lazio,Rome,Leases office,"Beck, Wilhelm. “Ursprung und Ende der fremden Posten in Rom.” Archiv für das Post- und Fernmeldewesen, no. 1–7 (1959): 564–588.",
323,Zanetto Zuponi,Janetto Giupponi,Giuppone,,1559,1559,1559,Venetian Company of Couriers,Courier,"Replaced by son, Piero",Parent,Piero Giuppone,,1559,,,Veneto,Venice,"Replaced by son, Piero",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
324,Bono Bordogna,Bonus Bordogna,Bordogna;Tassis,1482,1560,1482,1560,Imperial Post of Tyrol (Trent),Postmaster,"Brother in law to Simone Tasso, married sister Elisabetta, runs with sons Ruggero and Lodovico; Son of Anton von Bordogna",Child,Anton von Bordogna,1510,1559,,,Tyrol,Trent,"Brother in law to Simone Tasso, married sister Elisabetta, runs with sons Ruggero and Lodovico; Son of Anton von Bordogna","Taxis-Bordogna, Lamoral, and Erhard Riedel. Zur Geschichte der Freiherren un Graffen Taxis-Bordogna-Valnigra und ihrer Obrist-Erbpostämter zu Bozen, Trient und an der Etsch. Innsbruck, Austria: Wagner, 1955.",
325,Michiel dal Sol,Michil dal Sol; Michel della Stella;Michele de Sole,da Sol,,,1530,1560,Imperial Post in Mantua,Postmaster,,,,,,,,Lombardy,Mantua,"Mistakenly arrested in 1530, see Williams","Plumidis, Georgio. ""L’organizzazione postale tassiana vista da Venezia. Ricerche presso l’Archivio di Stato di Venezia."" In I Tasso e le poste d’Europa, ed. Bottani, 49-52; Williams, Megan. “The Perils of the Post Road: Diplomats, Diplomatic Couriers, and the Informational Fabric of Early Modern Europe.” In Information and Power in History: Towards a Global Approach. Edited by Ida Nijenhuis, M. van Faasen, Ronal Sluijter, Joris Gijsenbergh, and Wim de Jong, 105–121. Abingdon: Routledge, 2020. (115)","FZT.PU.28;Archivio di Stato di Milano, Carteggio, 7.3"
326,Iacobum Carra,Jacopo Carra,Carra,,,1552,1560,Papal Cursores,Magister Cursorum,,,,1558,,,,Tyrol;Lazio,Rome,Related to Carrara?,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
327,Baptista de Favori,,Favori,,,1560,1560,English Couriers,Courier,,,,,,,,England;France,,Italian national,"E. John B Allen, Post and Courier Service in the Diplomacy of Early Modern Europe. (The Hague: Nijhoff, 1973).",
328,Francesco de Marin,de Busi?,Busi,,,1560,1560,Venetian Company of Couriers,Courier,"Replaces father, Marin de Francesco",Child,Marin de Francesco,,1560,,,Veneto,Venice,"Replaces father, Marin de Francesco",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
329,Franciscus Rogerius,,Roger,,,1560,1560,Papal Cursores,Magister Cursorum,,,,1560,,,,Lazio,Rome,Any relation to Thomas Roger? Name spelled the same,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
330,Ioannes Magnus,Giovanni Magno,Magnus,,,1560,1560,Papal Cursores,Magister Cursorum,,,,1560,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
331,Marin de Francesco,de Busi?,Busi,,,1560,1560,Venetian Company of Couriers,Courier,"Replaced by son, Francesco",Parent,Francesco Busi,,1560,,,Veneto,Venice,"Replaced by son, Francesco",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
332,Johann Valtolin,,Valtolin,,,1544,1561,Imperial Post in Venice (Rovereto),Postmaster,,,,1544,1561,,,Austria;Veneto,Rovereto,,"Kustatscher, Erika. Die Innsbrucker Linie der Thurn und Taxis: Die Post in Tirol und den Vorlanden (1490–1769). Innsbruck, Austria: Universitätsverlag Wagner, 2018.",
333,Giacoma Val dall'Olmo,,Val dall'Olmo,,,1554,1561,Venetian Company of Couriers,Courier,"Appointed 1554 Aug 11 ""figliole de Zuan Mattia ammazzatto, le quali sorelle furno accetate in virtu della parte 1549 Feb 3""",Child,Zuan Mattia,1554,,,,Veneto,Venice,"Appointed 1554 Aug 11 ""figliole de Zuan Mattia ammazzatto, le quali sorelle furno accetate in virtu della parte 1549 Feb 3""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
334,Pasqua Ruberte Val dall'Olmo,,Val dall'Olmo,,,1554,1561,Venetian Company of Couriers,Courier,"Appointed 1554 Aug 11 ""figliole de Zuan Mattia ammazzatto, le quali sorelle furno accetate in virtu della parte 1549 Feb 3""",Child,Zuan Mattia,1554,,,,Veneto,Venice,"Appointed 1554 Aug 11 ""figliole de Zuan Mattia ammazzatto, le quali sorelle furno accetate in virtu della parte 1549 Feb 3""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
335,Vincenzo Tura,,Tura,,,1557,1561,Cavallari of Verona,Cavallaro,Named as Cavallaro si S.ti Martini; Likely son of Tura Caballarius,Child,Tura Caballarius,1557,1563,,,Veneto,Venice;Verona,Named as Cavallaro si S.ti Martini; Likely son of Tura Caballarius,,236.2756
336,Petrus Vulrrini,Pietro Valtrini,Vulrrini,,,1560,1561,Papal Cursores,Magister Cursorum,,,,1560,1561,,,Lazio,Rome,"""apostolic couriers""","Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
337,Antonio Scaramuzza,,Scaramuzza,,,1561,1561,Savoyard Post,Postmaster General,,,,1561,,,,Savoy,Turin,"Native of the Marches, see “Instruttione et riccordo a voi Messer Antonio Scaramuzzza”, ASTo, I., in Caizzi, Dalla posta, pp. 163-164. Serves as Savoyard envoy to Ferrara; Relation to Scaramuzza Papal Postmaster?",,
338,Bartholomeus Sottocasa,Bartolomeo Sottocasa,Sottocasa,,,1561,1561,Papal Cursores,Magister Cursorum,,,,1561,,,,Lazio,Rome,,"Bullarum Diplomatum et Privilegiorum Sanctorum Romanorum Pontificum, Taurinensis Editio",
339,Bernera,Barera?,Berera,,,1561,1561,Spanish Post of Milan (Alessandria),Postmaster,,,,,,,,Lombardy,,,,"Archivio di Stato di Milano, Carteggio, 251"
340,Francesco Berera,,Berera,,,1561,1561,Venetian Company of Couriers,Courier,,,,1561,,,,Veneto,Venice,"Appointed 1561 Oct 25 ""in loco de suo frattello""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
341,William Beswick,,Beswick,,,1561,1561,"English Post in London (Berwick, Bristol, Chester, Plymouth)",Postmaster,,,,,,,,England,London,,,
342,Zamin Zupponi,,Giuppone,,,1561,1561,Venetian Company of Couriers,Courier,"Replaced by son, Iseppo Zupponi II",Parent,Iseppo Zupponi II,,1561,,,Veneto,Venice,"Replaced by son, Iseppo Zupponi II",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
343,Joannem Freyle,Ioannes Freile,Freyle,,,1551,1562,Papal Cursores,Magister Cursorum,,,,1553,1556,1562,,Tyrol;Lazio,Rome,"""apostolic couriers""","Le Plat, Josse. 1787. Monumentorum Ad Historiam Concilii Tridentini Potissimum Illustrandam Spectantium Amplissima Collectio. Lovanii: Ex tipograp. Academica.",
344,Battista Ponchin,,Ponchin,,,1562,1562,Venetian Company of Couriers,Courier,"Appointed 1562 Jan 25 ""per renoncia de D. Giac.a et D. Pasqua""; son of Maffio Ponchin",Child,Maffio Ponchin,1562,,,,Veneto,Venice,"Appointed 1562 Jan 25 ""per renoncia de D. Giac.a et D. Pasqua""; son of Maffio Ponchin",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
345,Gomez,,Gomez,,,1562,1562,Spanish Post in Spain,Courier,,,,,,,,Spain;Lazio,Rome,,"E. John B Allen, Post and Courier Service in the Diplomacy of Early Modern Europe. (The Hague: Nijhoff, 1973).",
346,Roque,,Roque,,,1562,1562,Spanish Post in Spain,Courier,,,,,,,,Spain;Lazio,Rome,,"E. John B Allen, Post and Courier Service in the Diplomacy of Early Modern Europe. (The Hague: Nijhoff, 1973).",
347,Simone Tassis,Simon Taxis; Simone de Tassis,Tassis,,1563,1501,1563,Ducal Post of Milan;Spanish Post of Milan,Corriero maggiore,,,,1536,1556,,,Lombardy,Milan,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
348,Bonfonte Bressan,Buonfante; Bompase,Bresan,,,1530,1563,Venetian Company of Couriers,Courier (Rome);Gastaldo,,,,1530,1563,,,Veneto,Venice,"""(1530 Jun 18) Bonfante Bresssa in loco de Gier.mo Rotta per renoncia""",,"Navagero, Bernardo. Bernardo Navagero: Dispacci al Senato dal 7 settembre 1555 al 6 novembre 1557. Edited by Daniele Bernardo Santarelli, November 11, 2011. http://www.storiadivenezia.net/sito/testi/Navagero2.pdf.;Mariegola;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25;Archivio di Stato di Venezia, Compagnia dei Corrieri, 62;Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
349,Giovanni dell’Herba,,Herba,,,1536,1563,Spanish Post of Genoa in Rome,Maestro dei corrieri,,,,,[1536-63],,,Liguria;Lazio,Rome;Genoa,,"Serra, Armando. “ ‘Monopolio naturale’: Di autori postali nella produzione di guide italiane d’Europa, fonti storico-postali tra cinque e ottocento.” Archivio per la storia postale 5, no. 14–15 (2003): 14–15.",
350,Roco Raspa,,Raspa,,,1561,1563,Venetian Company of Couriers,Courier,"""in loco de suo padre Zambon per anni doi""; Appointed in ful 1562 ""per renoncia fatali da suo padre""",Child,Zambon Raspa,1561,,,,Veneto,Venice,"""in loco de suo padre Zambon per anni doi""; Appointed in ful 1562 ""per renoncia fatali da suo padre""",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
351,Zambon Raspa,Zuanbon,Raspa,,1563,1561,1563,Venetian Company of Couriers,Courier,"Replaced by son, Roco",Parent,Roco Raspa,,1561,,,Veneto,Venice,"Replaced by son, Roco",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
352,Antonio (che tiene le Poste),,Poste),,,1563,1563,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
353,Antonio (corriere),,,,,1563,1563,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
354,Baru (corriere portoghese),,portoghese),,,1563,1563,Portuguese Courier,,,,,,,,,Tuscany,Florence,Profession marked as courier in MAP,,
355,Cristoforo de Tassis,,Tassis,,,1563,1563,Imperial Post of Augsburg,Postmaster,"Antonio de Tassis describes as ""removed for poor conduct"", see HFSA.114; Married to Regina (Rosina) Taxis, daughter of Giovan Battista",Child,Giovan Battista,,1563,,,HRE,Augsburg,"Antonio de Tassis describes as ""removed for poor conduct"", see HFSA.114; Married to Regina (Rosina) Taxis, daughter of Giovan Battista",,
356,Pietro Bosis,,Bossis,,,1563,1563,Venetian Company of Couriers,Courier,"Appointed 1563 Jan 30, son of Paulo de Bosis",Child,Paulo de Bosis,1563,,,,Veneto,Venice,"Appointed 1563 Jan 30, son of Paulo de Bosis",,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
357,Pietro Berera,Petrus Berera,Berera,,,1519,1564,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 21;Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
358,Albertino Mantovano,Albertinus,Mantovano,,,1564,1564,Venetian Company of Couriers in Rome,Postmaster,,,,,,,,Veneto;Lazio,Rome,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 62"
359,Alessandro Sofferoni,,Sofferoni,,,1564,1564,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353"
360,Andrea Fiorelli,,Fiorelli,,,1564,1564,Tuscan Couriers,Courier,,,,,,,,Tuscany,Florence,,,"Archivio di Stato di Firenze, Medicea, 353"
